-1,Arma,Báculo de Homa,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/3938c35c05c3c155e557f49013945d75_9201137672077612660.png,
-1,Arma,Elegía del Fin,https://webstatic.mihoyo.com/upload/op-public/2021/02/04/b115bed7f7d3a4b47790f936c5648ecf_2054403184908863457.png,
-1,Arma,Halcón de Jade,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/0640786ae6809995e96d9c29c82722ea_7784236392718556731.png,
-1,Personaje,Hu Tao,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/b9fc76e89d1c04ef640afeb5cf2b3af2_1774478511990332077.png,火
-1,Personaje,Keching,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/520b55c9caea9a48a2944d76e440336a_8799414428561417528.png,雷
-1,Personaje,Venti,https://webstatic.mihoyo.com/upload/op-public/2021/02/04/ae9f2ea89a86bef8d2c79e1f9df27daa_6079010528813205681.png,风
-1,Personaje,Xiao,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/c1d61bd00fb67ae1b3653d6e0cfc6faf_2216031240631533952.png,风
-2,Arma,Cortador de Jade Primordial,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/5826e7a6f499449a04032850b385b35f_6863049074293491094.png,
-2,Arma,Hoja Afilada Celestial,https://webstatic.mihoyo.com/upload/op-public/2021/02/04/6054dfd173d06f29d31064fd2d7e59b6_6415707365128291456.png,
-2,Arma,Lápida del Lobo,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/ffbbf83a3161c3ae7395ce52565ba641_544595668378488718.png,
1003,Personaje,Jean,,
1016,Personaje,Diluc,,
1022,Personajes,Venti,,
1029,Personaje,Klee,,
1030,Personaje,Zhongli,,
1033,Personaje,Tartaglia,,
1035,Personaje,Qiqi,,
1037,Personaje,Ganyu,,
1038,Personaje,Albedo,,
1041,Personaje,Mona,,
1042,Personaje,Keching,,
11501,Arma,Aquila Favonia,,
11502,Arma,Hoja Afilada Celestial,,
11504,Arma,Rompemontañas,,
12501,Arma,Orgullo Celestial,,
12502,Arma,Lápida del Lobo,,
12504,Arma,Espada de la Desidia,,
13502,Arma,Púa Celestial,,
13504,Arma,Lanza Perforanubes,,
13505,Arma,Halcón de Jade,,
14501,Arma,Pergamino Celestial,,
14502,Arma,Oración Perdida a los Vientos Sagrados,,
14504,Arma,Candado Terrenal,,
15501,Arma,Alas Celestiales,,
15502,Arma,Arco de Amos,,
