-1,武器,和璞鸢,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/0640786ae6809995e96d9c29c82722ea_7784236392718556731.png,
-1,武器,护摩之杖,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/3938c35c05c3c155e557f49013945d75_9201137672077612660.png,
-1,武器,终末嗟叹之诗,https://webstatic.mihoyo.com/upload/op-public/2021/02/04/b115bed7f7d3a4b47790f936c5648ecf_2054403184908863457.png,
-1,角色,刻晴,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/520b55c9caea9a48a2944d76e440336a_8799414428561417528.png,雷
-1,角色,温迪,https://webstatic.mihoyo.com/upload/op-public/2021/02/04/ae9f2ea89a86bef8d2c79e1f9df27daa_6079010528813205681.png,风
-1,角色,胡桃,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/b9fc76e89d1c04ef640afeb5cf2b3af2_1774478511990332077.png,火
-1,角色,魈,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/c1d61bd00fb67ae1b3653d6e0cfc6faf_2216031240631533952.png,风
-2,武器,天空之刃,https://webstatic.mihoyo.com/upload/op-public/2021/02/04/6054dfd173d06f29d31064fd2d7e59b6_6415707365128291456.png,
-2,武器,狼的末路,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/ffbbf83a3161c3ae7395ce52565ba641_544595668378488718.png,
-2,武器,磐岩结绿,https://webstatic.mihoyo.com/upload/op-public/2021/01/25/5826e7a6f499449a04032850b385b35f_6863049074293491094.png,
1003,角色,琴,,
1016,角色,迪卢克,,
1022,角色,温迪,,
1029,角色,可莉,,
1030,角色,钟离,,
1033,角色,达达利亚,,
1035,角色,七七,,
1037,角色,甘雨,,
1038,角色,阿贝多,,
1041,角色,莫娜,,
1042,角色,刻晴,,
11501,武器,风鹰剑,,
11502,武器,天空之刃,,
11504,武器,斫峰之刃,,
12501,武器,天空之傲,,
12502,武器,狼的末路,,
12504,武器,无工之剑,,
13502,武器,天空之脊,,
13504,武器,贯虹之槊,,
13505,武器,和璞鸢,,
14501,武器,天空之卷,,
14502,武器,四风原典,,
14504,武器,尘世之锁,,
15501,武器,天空之翼,,
15502,武器,阿莫斯之弓,,
